pl_name,hostname,sys_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,st_spectype,st_rad,st_mass,sy_dist,disc_facility
HD 30177 b,HD 30177,HD 30177,1,2,Radial Velocity,2002,3.603011,12.5,2761.28875,0.206645,G8 V,1.02,0.98,55.5867,Anglo-Australian Telescope
HD 30177 c,HD 30177,HD 30177,1,2,Radial Velocity,2016,10.273072,12.7,2084.54271,0.038869,G8 V,1.18,0.98,55.5867,Multiple Observatories
HD 33844 b,HD 33844,HD 33844,1,2,Radial Velocity,2015,1.6,13.4,638.8383,0.15,K0 III,5.39,1.84,105.779,Anglo-Australian Telescope
HD 33844 c,HD 33844,HD 33844,1,2,Radial Velocity,2015,2.24,13.5,556.2025,0.13,K0 III,5.29,1.78,105.779,Anglo-Australian Telescope
HD 37605 b,HD 37605,HD 37605,1,2,Radial Velocity,2004,0.277,13.2,854.9627,0.6745,K0,0.91,0.94,46.7864,McDonald Observatory
HD 37605 c,HD 37605,HD 37605,1,2,Radial Velocity,2012,3.74,13.1,1013.8777,0.03,K0,0.91,0.94,46.7864,Multiple Observatories
HD 4203 b,HD 4203,HD 4203,1,2,Radial Velocity,2001,1.17,13.3,708.7609,0.52,G5,1.42,1.25,81.3795,W. M. Keck Observatory
HD 4203 c,HD 4203,HD 4203,1,2,Radial Velocity,2014,6.95,13.3,689.66,0.24,G5,1.5,0.99,81.3795,W. M. Keck Observatory
HD 43197 b,HD 43197,HD 43197,1,2,Radial Velocity,2010,0.881867,14.2,176.03781,0.741938,G8 V,1,0.96,62.4112,La Silla Observatory
HD 43197 c,HD 43197,HD 43197,1,2,Radial Velocity,2022,8.556456,12.6,2479.19613,0.148799,G8 V,1,0.96,62.4112,Multiple Observatories
HD 45184 b,HD 45184,HD 45184,1,2,Radial Velocity,2019,0.0644,3.52,12.19,0.07,G1.5 V,1.08,1.03,21.9532,La Silla Observatory
HD 45184 c,HD 45184,HD 45184,1,2,Radial Velocity,2019,0.11,2.91,8.81,0.07,G1.5 V,1.08,1.03,21.9532,La Silla Observatory
HD 45364 b,HD 45364,HD 45364,1,2,Radial Velocity,2008,0.6793,9.03,60.16492,0.067,K0 V,0.89,0.82,34.354,La Silla Observatory
HD 45364 c,HD 45364,HD 45364,1,2,Radial Velocity,2008,0.902,14.2,174.4878,0.019,K0 V,0.89,0.82,34.354,La Silla Observatory
HD 47186 b,HD 47186,HD 47186,1,2,Radial Velocity,2008,0.05,5.02,22.2481,0.04,G6 V,1.08,0.96,37.4574,La Silla Observatory
HD 47186 c,HD 47186,HD 47186,1,2,Radial Velocity,2008,2.395,13,111.42,0.249,G6 V,1.08,0.96,37.4574,La Silla Observatory
HD 47366 b,HD 47366,HD 47366,1,2,Radial Velocity,2016,1.28,13.3,731.009,0.06,K1 III,6.2,2.19,84.3552,Okayama Astrophysical Observatory
HD 47366 c,HD 47366,HD 47366,1,2,Radial Velocity,2016,1.97,13.4,597.5204,0.1,K1 III,6.2,2.19,84.3552,Okayama Astrophysical Observatory
HD 50499 b,HD 50499,HD 50499,1,2,Radial Velocity,2005,3.833,13.5,519.96988,0.266,G1 V,1.35,1.25,46.2845,W. M. Keck Observatory
HD 50499 c,HD 50499,HD 50499,1,2,Radial Velocity,2019,9.02,13.2,931.2419,0,G1 V,1.42,1.31,46.2845,La Silla Observatory
HD 51608 b,HD 51608,HD 51608,1,2,Radial Velocity,2019,0.1059,3.62,12.77,0.09,G7 V,0.92,0.8,35.0553,La Silla Observatory
HD 51608 c,HD 51608,HD 51608,1,2,Radial Velocity,2019,0.3809,3.87,14.31,0.14,G7 V,0.92,0.8,35.0553,La Silla Observatory
HD 5278 b,HD 5278,HD 5278,1,2,Transit,2021,0.1202,2.45,7.8,0.08,F V,1.19,1.13,57.5846,Transiting Exoplanet Survey Satellite (TESS)
HD 5278 c,HD 5278,HD 5278,1,2,Radial Velocity,2021,0.2416,4.49,18.4,0.07,F V,1.19,1.13,57.5846,Paranal Observatory
HD 5319 b,HD 5319,HD 5319,1,2,Radial Velocity,2007,1.57,13.5,494.54348,0.092,G5,4.06,1.27,121.405,W. M. Keck Observatory
HD 5319 c,HD 5319,HD 5319,1,2,Radial Velocity,2014,1.93,13.8,334.67499,0.183,G5,4.06,1.27,121.405,W. M. Keck Observatory
HD 60532 b,HD 60532,HD 60532,1,2,Radial Velocity,2008,0.77,13.8,336.8998,0.26,F6 IV,2.57,1.5,25.9716,La Silla Observatory
HD 60532 c,HD 60532,HD 60532,1,2,Radial Velocity,2008,1.6,13.3,797.7533,0.03,F6 IV,2.57,1.5,25.9716,La Silla Observatory
HD 62364 b,HD 62364,HD 62364,1,2,Radial Velocity,2022,18.992328,12.2,5538.75835,0.863248,,1.44,1.19,53.112,Multiple Observatories
HD 62364 c,HD 62364,HD 62364,1,2,Radial Velocity,2022,36.876426,12,7882.56267,0.772792,,1.44,1.19,53.112,Multiple Observatories
HD 63433 b,HD 63433,HD 63433,1,2,Transit,2020,0.0719,2.15,5.27,0,G5IV,0.91,0.99,22.4035,Transiting Exoplanet Survey Satellite (TESS)
HD 63433 c,HD 63433,HD 63433,1,2,Transit,2020,0.1458,2.67,7.61,0,G5IV,0.91,0.99,22.4035,Transiting Exoplanet Survey Satellite (TESS)
HD 63935 b,HD 63935,HD 63935,1,2,Transit,2021,,2.99,10.8,0,,0.96,0.93,48.9739,Transiting Exoplanet Survey Satellite (TESS)
HD 63935 c,HD 63935,HD 63935,1,2,Radial Velocity,2021,,2.9,11.1,0,,0.96,0.93,48.9739,Multiple Observatories
HD 66428 b,HD 66428,HD 66428,1,2,Radial Velocity,2005,3.39291,12.4,3426.60694,0.470522,G8 IV (+ G),1.13,1.01,53.2817,W. M. Keck Observatory
HD 66428 c,HD 66428,HD 66428,1,2,Radial Velocity,2021,9.418207,13.3,768.2868,0.207329,G8 IV (+ G),1.17,1.01,53.2817,Multiple Observatories
HD 67087 b,HD 67087,HD 67087,1,2,Radial Velocity,2015,1.08,13.1,973,0.17,F8 V,1.55,1.36,76.5217,Multiple Observatories
HD 67087 c,HD 67087,HD 67087,1,2,Radial Velocity,2015,3.86,12.9,1540,0.76,F8 V,1.55,1.36,76.5217,Multiple Observatories
HD 68988 b,HD 68988,HD 68988,1,2,Radial Velocity,2001,0.07,13.4,626.1251,0.12,G2 V,1.19,1.28,60.8447,Multiple Observatories
HD 68988 c,HD 68988,HD 68988,1,2,Radial Velocity,2021,13.2,12.3,4767.4261,0.45,G2 V,1.26,1.17,60.8447,Multiple Observatories
HD 72659 b,HD 72659,HD 72659,1,2,Radial Velocity,2002,4.689125,13.1,1071.53588,0.257128,G2 V,1.46,1.09,51.8949,W. M. Keck Observatory
HD 72659 c,HD 72659,HD 72659,1,2,Radial Velocity,2022,13.940621,12.1,5948.05833,0.091341,G2 V,1.46,1.09,51.8949,Multiple Observatories
HD 73267 b,HD 73267,HD 73267,1,2,Radial Velocity,2008,2.227469,13,1325.38828,0.261289,G5 V,0.91,0.93,50.4093,La Silla Observatory
HD 73267 c,HD 73267,HD 73267,1,2,Radial Velocity,2022,12.621165,12.8,1716.49961,0.089366,G5 V,0.96,0.93,50.4093,Multiple Observatories
HD 73526 b,HD 73526,HD 73526,1,2,Radial Velocity,2002,0.65,13.1,978.9164,0.19,G6 V,1.53,1.14,97.2396,Anglo-Australian Telescope
HD 73526 c,HD 73526,HD 73526,1,2,Radial Velocity,2005,1.03,13.3,715.09,0.28,G6 V,1.53,1.01,97.2396,Anglo-Australian Telescope
HD 73583 b,HD 73583,HD 73583,1,2,Transit,2022,0.0604,2.79,10.2,0.09,K4 V,0.65,0.73,31.5666,Transiting Exoplanet Survey Satellite (TESS)
HD 73583 c,HD 73583,HD 73583,1,2,Transit,2022,0.1242,2.39,9.7,0.08,K4 V,0.65,0.73,31.5666,Transiting Exoplanet Survey Satellite (TESS)
HD 74156 b,HD 74156,HD 74156,1,2,Radial Velocity,2003,0.280148,13.5,531.83222,0.635643,G0,1.51,1.1,57.603,Haute-Provence Observatory
HD 74156 c,HD 74156,HD 74156,1,2,Radial Velocity,2003,3.676463,12.5,2894.47226,0.377277,G0,1.51,1.1,57.603,Haute-Provence Observatory
HD 75784 b,HD 75784,HD 75784,1,2,Radial Velocity,2014,1.032,13.8,317.83,0.097,G5,3.4,1.26,85.4321,W. M. Keck Observatory
HD 75784 c,HD 75784,HD 75784,1,2,Radial Velocity,2018,8.4,12.8,1792.5612,0.489,G5,3.4,1.26,85.4321,W. M. Keck Observatory
HD 81817 b,HD 81817,HD 81817,1,2,Radial Velocity,2020,3.233953,11.9,8433.90298,0.097258,K3 III,83.8,4.3,269.126,Bohyunsan Optical Astronomical Observatory
HD 81817 c,HD 81817,HD 81817,1,2,Radial Velocity,2022,2.324089,12,7180.5416,0.095429,K3 III,109.46,4.3,269.126,Multiple Observatories
HD 82943 b,HD 82943,HD 82943,1,2,Radial Velocity,2003,1.18306,13.5,534.25,0.162,G2/3V,1.18,1.08,27.5902,La Silla Observatory
HD 82943 c,HD 82943,HD 82943,1,2,Radial Velocity,2003,0.74345,13.4,622.603,0.3663,G2/3V,1.18,1.08,27.5902,La Silla Observatory
HD 83443 b,HD 83443,HD 83443,1,2,Radial Velocity,2002,0.0406,14.1,127.76702,0.012,K0 V,0.94,1,40.8991,Multiple Observatories
HD 83443 c,HD 83443,HD 83443,1,2,Radial Velocity,2022,8,13.6,476.74261,0.76,K0 V,0.94,1,40.8991,Multiple Observatories
HD 86226 b,HD 86226,HD 86226,1,2,Radial Velocity,2009,2.73,14.3,143.0235,0.059,G1 V,1.05,1.02,45.683,Las Campanas Observatory
HD 86226 c,HD 86226,HD 86226,1,2,Transit,2020,0.049,2.16,7.25,0.075,G1 V,1.05,1.02,45.683,Transiting Exoplanet Survey Satellite (TESS)
HD 92788 b,HD 92788,HD 92788,1,2,Radial Velocity,2000,0.97,13,1195.0408,0.35,G6 V,1.14,1.15,34.6538,Multiple Observatories
HD 92788 c,HD 92788,HD 92788,1,2,Radial Velocity,2019,10.5,13,1166.4361,0.46,G6 V,1.14,1.15,34.6538,La Silla Observatory
HD 93351 b,HD 93351,HD 93351,1,2,Radial Velocity,2022,0.034915,1.7,3.53853,-0.129287,,0.91,0.94,56.163,Multiple Observatories
HD 93351 c,HD 93351,HD 93351,1,2,Radial Velocity,2022,11.342789,12.3,4230.46976,0.108765,,0.91,0.94,56.163,Multiple Observatories
HD 9446 b,HD 9446,HD 9446,1,2,Radial Velocity,2009,0.189,14,222.472,0.2,G5 V,1,1,50.3503,Haute-Provence Observatory
HD 9446 c,HD 9446,HD 9446,1,2,Radial Velocity,2009,0.654,13.4,578.426,0.06,G5 V,1,1,50.3503,Haute-Provence Observatory
HD 95089 b,HD 95089,HD 95089,1,2,Radial Velocity,2009,1.36,13.7,400.4658,0.119,G8/K0 IV,5.08,1.54,136.957,W. M. Keck Observatory
HD 95089 c,HD 95089,HD 95089,1,2,Radial Velocity,2018,3.33,13.1,1096.5135,0.284,G8/K0 IV,5.08,1.54,136.957,W. M. Keck Observatory
HD 95735 c,GJ 411,GJ 411,1,2,Radial Velocity,2021,2.94,3.76,13.6,0.132,M1.5 V,0.37,0.39,5.675773,Multiple Observatories
HD 99706 b,HD 99706,HD 99706,1,2,Radial Velocity,2011,1.98,13.7,390.9309,0.25,K0,5.52,1.46,146.6,W. M. Keck Observatory
HD 99706 c,HD 99706,HD 99706,1,2,Radial Velocity,2018,,12.8,1808.4527,0.411,K0,5.4,1.72,146.6,W. M. Keck Observatory
HIP 19976 b,HIP 19976,HIP 19976,1,2,Radial Velocity,2022,0.234337,4.8,20.59095,0.304346,,0.77,0.67,40.2707,Multiple Observatories
HIP 19976 c,HIP 19976,HIP 19976,1,2,Radial Velocity,2022,11.460432,11.9,9501.75953,0.405505,,0.77,0.67,40.2707,Multiple Observatories
HIP 38594 b,HIP 38594,HIP 38594,1,2,Radial Velocity,2020,0.256,2.77,8.1,0.17,M0,0.63,0.61,17.7886,Multiple Observatories
HIP 38594 c,HIP 38594,HIP 38594,1,2,Radial Velocity,2020,3.805,7.94,48.4,0.16,M0,0.63,0.61,17.7886,Multiple Observatories
HIP 5158 b,HIP 5158,HIP 5158,1,2,Radial Velocity,2009,0.89,13.6,451,0.52,,0.75,0.78,51.6026,La Silla Observatory
HIP 5158 c,HIP 5158,HIP 5158,1,2,Radial Velocity,2011,7.7,12.2,4780.1632,0.14,,0.75,0.78,51.6026,La Silla Observatory
HIP 54373 b,HIP 54373,HIP 54373,1,2,Radial Velocity,2019,0.063,2.87,8.62,0.2,K5 V,0.56,0.57,18.7168,Las Campanas Observatory
HIP 54373 c,HIP 54373,HIP 54373,1,2,Radial Velocity,2019,0.099,3.57,12.44,0.2,K5 V,0.56,0.57,18.7168,Las Campanas Observatory
HIP 65407 b,HIP 65407,HIP 65407,1,2,Radial Velocity,2016,0.177,14.3,136.03124,0.14,K0,0.95,0.93,61.7804,Haute-Provence Observatory
HIP 65407 c,HIP 65407,HIP 65407,1,2,Radial Velocity,2016,0.316,13.9,249.17872,0.12,K0,0.95,0.93,61.7804,Haute-Provence Observatory
HIP 67851 b,HIP 67851,HIP 67851,1,2,Radial Velocity,2015,0.482387,13.5,497.95749,0.063067,K0 III,5.87,1.9,64.1181,Multiple Observatories
HIP 67851 c,HIP 67851,HIP 67851,1,2,Radial Velocity,2015,6.032077,12.6,2430.61722,0.356194,K0 III,5.87,1.9,64.1181,Multiple Observatories
HIP 97166 b,HIP 97166,HIP 97166,1,2,Transit,2021,0.089,2.74,20,0.16,K0 V,0.84,0.9,65.9501,Transiting Exoplanet Survey Satellite (TESS)
HIP 97166 c,HIP 97166,HIP 97166,1,2,Radial Velocity,2021,0.124,3.12,9.9,0.25,K0 V,0.84,0.9,65.9501,Multiple Observatories
K2-111 b,K2-111,K2-111,1,2,Transit,2017,0.057,1.82,5.29,0.13,G2,1.25,0.84,200.394,K2
K2-111 c,K2-111,K2-111,1,2,Radial Velocity,2020,0.1166,3.37,11.3,0.07,G2,1.25,0.84,200.394,Multiple Observatories
K2-117 b,K2-117,K2-117,1,2,Transit,2017,0.0189,2.03,4.78,0.06,M1.0 V,0.51,0.54,101.632,K2
K2-117 c,K2-117,K2-117,1,2,Transit,2017,0.0492,2.06,4.9,0.15,M1.0 V,0.51,0.54,101.632,K2
K2-141 b,K2-141,K2-141,1,2,Transit,2018,0.00716,1.51,5.08,0,K7 V,0.68,0.71,61.8736,K2
K2-141 c,K2-141,K2-141,1,2,Transit,2018,,7,7.4,0,K7 V,0.68,0.71,61.8736,K2
K2-146 b,K2-146,K2-146,1,2,Transit,2018,0.0248,2.05,5.77,0.129,M3.0 V,0.33,0.33,79.3002,K2
K2-146 c,K2-146,K2-146,1,2,Transit,2019,0.0327,2.19,7.49,0.075,M3.0 V,0.33,0.33,79.3002,K2
K2-154 b,K2-154,K2-154,1,2,Transit,2018,0.0405,1.99,4.62,,M0.0 V,0.63,0.65,129.356,K2
K2-154 c,K2-154,K2-154,1,2,Transit,2018,0.0677,2.07,4.94,,M0.0 V,0.63,0.65,129.356,K2
K2-158 b,K2-158,K2-158,1,2,Transit,2018,0.0887,2.64,7.46,,,0.95,0.92,197.299,K2
K2-158 c,K2-158,K2-158,1,2,Transit,2018,0.0622,1.28,2.18,,,0.95,0.92,197.299,K2
K2-166 b,K2-166,K2-166,1,2,Transit,2018,0.0858,2.19,5.43,,,1.61,1.16,476.882,K2
K2-168 b,K2-168,K2-168,1,2,Transit,2018,,1.86,4.12,,,0.83,0.88,243.935,K2
K2-170 b,K2-170,K2-170,1,2,Transit,2018,,1.418,2.6,,,0.98,0.96,392.872,K2
K2-170 c,K2-170,K2-170,1,2,Transit,2018,,1.802,3.9,,,0.98,0.96,392.872,K2
K2-172 b,K2-172,K2-172,1,2,Transit,2018,,1.666,3.42,,,0.87,0.93,249.742,K2
K2-172 c,K2-172,K2-172,1,2,Transit,2018,,3.206,10.4,,,0.87,0.93,249.742,K2
K2-18 b,K2-18,K2-18,1,2,Transit,2015,0.1429,2.37,8.92,0.2,M2.5 V,0.41,0.36,38.0266,K2
K2-18 c,K2-18,K2-18,1,2,Radial Velocity,2017,0.06,2.65,7.51,0.47,M2.5 V,0.41,0.36,38.0266,La Silla Observatory
K2-185 b,K2-185,K2-185,1,2,Transit,2018,,1.15,1.6,,,0.94,0.96,268.357,K2
K2-185 c,K2-185,K2-185,1,2,Transit,2018,,2.39,6.3,,,0.94,0.96,268.357,K2
K2-188 b,K2-188,K2-188,1,2,Transit,2018,0.0289,1.35,2.39,,,1.19,1.06,446.821,K2
K2-188 c,K2-188,K2-188,1,2,Transit,2018,0.0785,2.83,8.4,,,1.19,1.06,446.821,K2
K2-189 b,K2-189,K2-189,1,2,Transit,2018,0.0361,1.52,2.92,,,0.87,0.94,242.113,K2
K2-189 c,K2-189,K2-189,1,2,Transit,2018,0.068,2.5,6.8,,,0.87,0.94,242.113,K2
K2-190 b,K2-190,K2-190,1,2,Transit,2018,,1.357,2.41,,,0.91,0.9,160.679,K2
K2-190 c,K2-190,K2-190,1,2,Transit,2018,,1.093,1.34,,,0.91,0.9,160.679,K2
K2-195 b,K2-195,K2-195,1,2,Transit,2018,0.1208,3.13,9.96,,,0.99,0.94,315.014,K2
K2-195 c,K2-195,K2-195,1,2,Transit,2018,,2.576,7.16,,,0.91,0.96,315.014,K2
K2-199 b,K2-199,K2-199,1,2,Transit,2018,0.0382,1.73,6.9,0.02,,0.68,0.71,107.518,K2
K2-199 c,K2-199,K2-199,1,2,Transit,2018,0.0662,2.85,12.4,0.03,,0.68,0.71,107.518,K2
K2-201 b,K2-201,K2-201,1,2,Transit,2018,,1.4,2.54,,,0.88,0.96,197.932,K2
K2-201 c,K2-201,K2-201,1,2,Transit,2018,,3.286,10.8,,,0.88,0.96,197.932,K2
K2-21 b,K2-21,K2-21,1,2,Transit,2015,0.076,1.84,4.04,0.1,M0.0,0.65,0.68,83.6448,K2
K2-21 c,K2-21,K2-21,1,2,Transit,2015,0.107,2.49,6.76,0.21,M0.0,0.65,0.68,83.6448,K2
K2-223 b,K2-223,K2-223,1,2,Transit,2018,0.0127,0.89,0.64,,,1,1.06,198.604,K2
K2-223 c,K2-223,K2-223,1,2,Transit,2018,0.0549,1.5,2.86,,,1,1.06,198.604,K2
K2-224 b,K2-224,K2-224,1,2,Transit,2018,0.0516,1.56,3.05,,,0.84,0.91,275.255,K2
K2-224 c,K2-224,K2-224,1,2,Transit,2018,0.0886,2.41,6.39,,,0.84,0.91,275.255,K2
K2-229 b,K2-229,K2-229,1,2,Transit,2018,0.0131,1,2.49,0,G9,0.79,0.87,102.564,K2
K2-229 c,K2-229,K2-229,1,2,Transit,2018,0.0769,2.03,21.3,0,G9,0.79,0.87,102.564,K2
K2-24 b,K2-24,K2-24,1,2,Transit,2016,0.154,5.4,19,0.06,G9 V,1.16,1.07,170.562,K2
K2-24 c,K2-24,K2-24,1,2,Transit,2016,0.247,7.5,15.4,0.07,G9 V,1.16,1.07,170.562,K2
K2-240 b,K2-240,K2-240,1,2,Transit,2018,0.0513,2,4.66,,M0.5 V,0.54,0.58,72.9105,K2
K2-240 c,K2-240,K2-240,1,2,Transit,2018,0.1159,1.8,3.89,,M0.5 V,0.54,0.58,72.9105,K2
K2-243 b,K2-243,K2-243,1,2,Transit,2018,0.1087,2.17,5.35,,,1.39,1.29,266.864,K2
K2-243 c,K2-243,K2-243,1,2,Transit,2018,0.1817,2.01,4.7,,,1.39,1.29,266.864,K2
K2-247 b,K2-247,K2-247,1,2,Transit,2018,0.0304,2.12,5.14,,,0.69,0.74,258.113,K2
K2-247 c,K2-247,K2-247,1,2,Transit,2018,0.0615,2.19,5.43,,,0.69,0.74,258.113,K2
K2-254 b,K2-254,K2-254,1,2,Transit,2018,0.0448,1.63,3.29,,,0.67,0.71,227.775,K2
K2-254 c,K2-254,K2-254,1,2,Transit,2018,0.0923,2.19,5.43,,,0.67,0.71,227.775,K2
K2-264 b,K2-264,K2-264,1,2,Transit,2018,0.05023,2.231,5.61,0.5,M2.5 V,0.47,0.5,185.605,K2
K2-264 c,K2-264,K2-264,1,2,Transit,2018,0.11283,2.668,7.6,0.45,M2.5 V,0.47,0.5,185.605,K2
K2-270 b,K2-270,K2-270,1,2,Transit,2018,0.0247,1.38,2.48,,,0.77,0.85,280.518,K2
K2-270 c,K2-270,K2-270,1,2,Transit,2018,0.0497,2.95,9.01,,,0.77,0.85,280.518,K2
K2-275 b,K2-275,K2-275,1,2,Transit,2018,0.0277,2.34,6.08,,,0.69,0.77,123.438,K2
K2-275 c,K2-275,K2-275,1,2,Transit,2018,0.0881,2.21,5.52,,,0.69,0.77,123.438,K2
K2-282 b,K2-282,K2-282,1,2,Transit,2018,0.0499,2.5,6.8,,,1,0.95,496.289,K2
K2-316 b,K2-316,K2-316,1,2,Transit,2020,0.0147,1.33,2.33,,,0.38,0.41,112.486,K2
K2-316 c,K2-316,K2-316,1,2,Transit,2020,0.0582,1.83,4.01,,,0.38,0.41,112.486,K2
K2-331 b,K2-331,K2-331,1,2,Transit,2021,,1.79,3.86,,,1.06,1.1,211.43,K2
K2-331 c,K2-331,K2-331,1,2,Transit,2018,,2.72,7.85,,,1.06,1.1,211.43,K2
K2-343 b,K2-343,K2-343,1,2,Transit,2019,,1.65,3.36,,,0.46,0.49,166.169,K2
K2-343 c,K2-343,K2-343,1,2,Transit,2018,,2.02,4.74,,,0.46,0.49,166.169,K2
K2-348 b,K2-348,K2-348,1,2,Transit,2018,,3.26,10.7,,,0.85,0.83,201.856,K2
K2-348 c,K2-348,K2-348,1,2,Transit,2018,,2.67,7.61,,,0.85,0.83,201.856,K2
K2-35 b,K2-35,K2-35,1,2,Transit,2016,0.031,1.32,2.3,0.13,K4 V,0.62,0.7,252.596,K2
K2-35 c,K2-35,K2-35,1,2,Transit,2016,0.055,1.93,4.38,0.12,K4 V,0.62,0.7,252.596,K2
K2-350 b,K2-350,K2-350,1,2,Transit,2021,,1.54,2.99,,,1.04,0.98,489.368,K2
K2-350 c,K2-350,K2-350,1,2,Transit,2016,,2.74,7.95,,,1.04,0.98,489.368,K2
K2-36 b,K2-36,K2-36,1,2,Transit,2016,0.0223,1.43,3.9,0,K2 V,0.72,0.79,109.749,K2
K2-36 c,K2-36,K2-36,1,2,Transit,2016,0.05574,3.12,7.8,0,K2 V,0.73,0.81,109.749,K2
K2-374 b,K2-374,K2-374,1,2,Transit,2022,,1.593,3.16,,G3,0.91,0.73,359.439,K2
K2-374 c,K2-374,K2-374,1,2,Transit,2022,,2.213,5.53,,G3,0.91,0.73,359.439,K2
K2-38 b,K2-38,K2-38,1,2,Transit,2016,0.04994,1.54,7.3,0.197,G2 V,1.06,1.03,192.69,K2
K2-38 c,K2-38,K2-38,1,2,Transit,2016,0.09514,2.29,8.3,0.161,G2 V,1.06,1.03,192.69,K2
K2-389 b,K2-389,K2-389,1,2,Transit,2022,,2.184,5.41,,G3,1.08,0.8,259.208,K2
K2-389 c,K2-389,K2-389,1,2,Transit,2022,,2.04,4.82,,G3,1.08,0.8,259.208,K2
K2-395 b,K2-395,K2-395,1,2,Transit,2022,,2.597,7.26,,K0,0.78,0.95,286.727,K2
K2-395 c,K2-395,K2-395,1,2,Transit,2022,,3.395,11.4,,K0,0.78,0.95,286.727,K2
K2-396 b,K2-396,K2-396,1,2,Transit,2022,,1.579,3.12,,G9,0.92,0.95,274.864,K2
K2-396 c,K2-396,K2-396,1,2,Transit,2022,,3.124,9.93,,G9,0.92,0.95,274.864,K2
K2-398 b,K2-398,K2-398,1,2,Transit,2022,,2.274,5.79,,G2,1.24,0.95,606.992,K2
K2-398 c,K2-398,K2-398,1,2,Transit,2022,,5.098,22.8,,G2,1.24,0.95,606.992,K2
K2-407 b,K2-407,K2-407,1,2,Transit,2022,,1.283,2.19,,G4,0.93,0.88,218.376,K2
K2-407 c,K2-407,K2-407,1,2,Transit,2022,,1.36,2.42,,G4,0.93,0.88,218.376,K2
K2-413 b,K2-413,K2-413,1,2,Transit,2022,0.0117,0.76,0.363,,,0.7,0.81,285.162,K2
K2-413 c,K2-413,K2-413,1,2,Transit,2022,0.0426,1.233,2.05,,,0.7,0.81,285.162,K2
K2-414 b,K2-414,K2-414,1,2,Transit,2022,0.0487,1.219,1.98,,,0.73,0.81,260.036,K2
K2-414 c,K2-414,K2-414,1,2,Transit,2022,0.0552,1.929,4.38,,,0.73,0.81,260.036,K2
K2-43 b,K2-43,K2-43,1,2,Transit,2016,0.03784,4.51,18.5,0.07,,0.54,0.57,182.536,K2
K2-43 c,K2-43,K2-43,1,2,Transit,2019,,2.42,6.44,,,0.54,0.57,182.536,K2
K2-5 b,K2-5,K2-5,1,2,Transit,2015,0.0532,1.91,4.31,,K7.5 V,0.57,0.61,202.943,K2
K2-5 c,K2-5,K2-5,1,2,Transit,2015,0.0818,2.26,5.73,,K7.5 V,0.57,0.61,202.943,K2
K2-50 b,K2-50,K2-50,1,2,Transit,2016,0.0705,1.59,3.15,,,0.55,0.61,257.443,K2
K2-59 b,K2-59,K2-59,1,2,Transit,2016,0.1354,2.41,6.39,,,0.73,0.77,311.313,K2
K2-59 c,K2-59,K2-59,1,2,Transit,2016,0.0905,2.3,5.9,,,0.73,0.77,311.313,K2
K2-62 b,K2-62,K2-62,1,2,Transit,2016,0.0636,2.14,5.22,,,0.73,0.77,112.467,K2
K2-62 c,K2-62,K2-62,1,2,Transit,2016,0.1148,2.14,5.22,,,0.73,0.77,112.467,K2
K2-63 b,K2-63,K2-63,1,2,Transit,2016,0.1627,3.22,10.5,,,1.63,1.4,517.534,K2
K2-63 c,K2-63,K2-63,1,2,Transit,2016,0.189,3.9,14.5,,,1.63,1.4,517.534,K2
K2-75 b,K2-75,K2-75,1,2,Transit,2016,0.081,2.67,7.61,,,1.56,1.16,561.93,K2
K2-75 c,K2-75,K2-75,1,2,Transit,2016,0.1429,2.77,8.1,,,1.56,1.16,561.93,K2
K2-8 b,K2-8,K2-8,1,2,Transit,2015,0.0856,3.58,12.5,,K3 V,0.74,0.78,403.513,K2
K2-8 c,K2-8,K2-8,1,2,Transit,2016,0.0532,2.41,6.39,,K3 V,0.74,0.78,403.513,K2
K2-83 b,K2-83,K2-83,1,2,Transit,2016,0.03014,1.244,2.08,0.07,,0.42,0.48,125.529,K2
K2-83 c,K2-83,K2-83,1,2,Transit,2016,0.07131,1.483,2.8,0.06,,0.42,0.48,125.529,K2
K2-84 b,K2-84,K2-84,1,2,Transit,2016,0.0665,2.41,6.39,,,0.93,0.95,284.876,K2
K2-84 c,K2-84,K2-84,1,2,Transit,2016,0.1768,2.03,4.78,,,0.93,0.95,284.876,K2
K2-90 b,K2-90,K2-90,1,2,Transit,2016,0.096,2.6,7.27,0.07,,0.62,0.63,134.188,K2
K2-90 c,K2-90,K2-90,1,2,Transit,2016,0.035,1.3,2.24,0.19,,0.63,0.7,134.188,K2
KELT-6 b,KELT-6,KELT-6,1,2,Transit,2014,0.07939,14.572,165.2716,0.22,F8,1.73,1.42,240.726,KELT
KELT-6 c,KELT-6,KELT-6,1,2,Radial Velocity,2015,2.39,13,1179.1493,0.21,F8,1.53,1.13,240.726,Multiple Observatories
KIC 5437945 b,KIC 5437945,KIC 5437945,1,2,Transit,2015,1.1455,6.4,33.6,0,,1.24,1.07,1274.01,Kepler
KIC 9663113 b,KIC 9663113,KIC 9663113,1,2,Transit,2015,1.4062,4.6,19.2,0,,1.03,0.98,1594.74,Kepler
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,KMT-2020-BLG-0414L,1,2,Microlensing,2021,1.26,0.997,0.96,,,,0.26,800,KMTNet
